0.589707196,0.046380882,0.863911783,0.535381599,0.556402999,0.285564061,0.912163441,0.41832072
0.842237985,0.978069828,0.851628034,0.77280948,0.804197016,0.307889256,0.981977546,0.915102368
0.282999336,0.229882135,0.990139196,0.439815789,0.61516127,0.495182421,0.297170093,0.14437384
0.686438321,0.274472094,0.334050628,0.121600588,0.530554532,0.971843677,0.332738641,0.342646485
0.832062874,0.493059748,0.925492598,0.03006318,0.522354774,0.003280719,0.535972927,0.380185403
0.671677586,0.834055016,0.275751152,0.483852085,0.398908186,0.062889516,0.969892246,0.378690892
0.926147696,0.939478578,0.963311674,0.44472019,0.058543344,0.175572884,0.483877722,0.240055442
0.629356059,0.184039132,0.365184996,0.867752802,0.721142276,0.772079157,0.359085665,0.068248212
0.216050527,0.478064504,0.501079299,0.643357082,0.09040873,0.938565296,0.774736067,0.386650185
0.872897303,0.707718476,0.354636168,0.764058985,0.065805345,0.572897425,0.58523185,0.320335615
0.178831433,0.606474383,0.370608447,0.342445146,0.076642213,0.63513052,0.728097464,0.501570027
0.185153504,0.020359589,0.682249942,0.460859013,0.124454468,0.499612082,0.608272983,0.412597138
0.112227627,0.149895616,0.390263693,0.836865921,0.157351295,0.097110338,0.173628733,0.881082367
0.039494717,0.596331759,0.346677073,0.58198521,0.760858714,0.649951717,0.513757843,0.672249203
0.241232761,0.574928766,0.518998365,0.176278714,0.136657703,0.115090202,0.045803451,0.46922096
0.546620355,0.370902341,0.818138868,0.793700103,0.78050348,0.555557069,0.338918179,0.601386894
0.128891667,0.389598094,0.63862091,0.179549548,0.988453831,0.978925574,0.766144336,0.134433435
0.796787968,0.206731965,0.739286762,0.807296322,0.453344912,0.976298243,0.356186248,0.727714125
0.648537628,0.470519433,0.761828227,0.345554971,0.660390944,0.446199367,0.358699424,0.140232118
0.090763975,0.65223783,0.391924645,0.725853232,0.315983811,0.98005032,0.893747185,0.228850908
0.589535397,0.813013502,0.02771632,0.129607541,0.194267838,0.810531104,0.09637303,0.568291018
